id,ipm_id,ruptl_id,name,type,capacity_mw,province,system,status,role,operator,method,lat,lon,match_tier,match_score,match_reason,name_source,capacity_mw_source,type_source,role_source,operator_source,status_source,coord_source,capacity_mw_ipm,capacity_mw_ruptl,type_ipm,type_ruptl,role_ipm,role_ruptl,has_capacity_conflict,has_type_conflict,has_role_conflict,has_location_conflict,osm_id,osm_source,source_id,review_flag,override_applied,override_id,override_decision,override_by,override_date,override_reason
RUPTL:RUPTL-NTT-P-0018,,RUPTL-NTT-P-0018,Waingapu 2,PLTMG,10.0,Nusa Tenggara Timur,,Committed,,,,-9.652179,120.263691,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,10.0,,PLTMG,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0019,,RUPTL-NTT-P-0019,Lembata,PLTS,3.0,Nusa Tenggara Timur,,Planned,,,,-8.693548,120.3535,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,3.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0020,,RUPTL-NTT-P-0020,Sumba (Kuota) Tersebar,PLTB,3.0,Nusa Tenggara Timur,,Planned,,,,-8.512675,120.988796,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,3.0,,PLTB,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0021,,RUPTL-NTT-P-0021,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.779642,121.138394,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0022,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,5.0,PLTU,PLTS,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
RUPTL:RUPTL-NTT-P-0023,,RUPTL-NTT-P-0023,Wae Lega - Ruteng,PLTM,1.75,Nusa Tenggara Timur,,Construction,,,,-8.59832,120.42315,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,1.75,,PLTM,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0024,,RUPTL-NTT-P-0024,Dedieselisasi,PLTS,18.54,Nusa Tenggara Timur,,Planned,,,,-8.654926,120.894054,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,18.54,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0025,,RUPTL-NTT-P-0025,Atadei (FTP2),PLTP,7.0,Nusa Tenggara Timur,,Planned,,,,-8.478755,121.169124,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,7.0,,PLTP,,,,,,,,,,,,,,,,
GEN-NTT-0009,GEN-NTT-0009,RUPTL-NTT-P-0026,PLTMG Kupang,PLTMG,40.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-10.353854,123.4593698,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,40.0,30.0,PLTMG,PLTMG,Utility,,false,false,,false,way/716898232,gas,OSM-overpass,,,,,,,
RUPTL:RUPTL-NTT-P-0027,,RUPTL-NTT-P-0027,Sokoria (FTP2),PLTP,11.0,Nusa Tenggara Timur,,Construction,,,,-8.792978,121.76608,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,11.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0028,,RUPTL-NTT-P-0028,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.692103,121.13394,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0029,,RUPTL-NTT-P-0029,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.626937,120.986019,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0030,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,11.0,PLTU,PLTB,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0031,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,11.0,PLTU,PLTB,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0032,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,5.0,PLTU,PLTS,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
RUPTL:RUPTL-NTT-P-0033,,RUPTL-NTT-P-0033,Alor,PLTU,3.0,Nusa Tenggara Timur,,Construction,,,,-8.285133,124.740098,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,3.0,,PLTU,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0034,,RUPTL-NTT-P-0034,Alor,PLTU,3.0,Nusa Tenggara Timur,,Construction,,,,-8.285133,124.740098,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,3.0,,PLTU,,,,,,,,,,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0035,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"nama-stem sama ('flores'), jarak 0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,3.06,PLTMG,PLTM,Utility,,true,true,,false,way/937059866,gas,OSM-overpass,,,,,,,
RUPTL:RUPTL-NTT-P-0036,,RUPTL-NTT-P-0036,Mataloko (FTP2),PLTP,10.0,Nusa Tenggara Timur,,Planned,,,,-8.799778,121.038274,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,10.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0037,,RUPTL-NTT-P-0037,Rote Ndao,PLTU,5.0,Nusa Tenggara Timur,,Construction,,,,-8.496708,121.118392,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTU,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0038,,RUPTL-NTT-P-0038,Sokoria (FTP2),PLTP,11.0,Nusa Tenggara Timur,,Construction,,,,-8.792978,121.76608,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,11.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0039,,RUPTL-NTT-P-0039,Sumba,PLTM,1.83,Nusa Tenggara Timur,,Planned,,,,-8.575594,120.890603,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,1.83,,PLTM,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0040,,RUPTL-NTT-P-0040,Ulumbu 5,PLTP,20.0,Nusa Tenggara Timur,,Planned,,,,-8.726052,120.435514,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,20.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0041,,RUPTL-NTT-P-0041,Mataloko (FTP2),PLTP,10.0,Nusa Tenggara Timur,,Planned,,,,-8.799778,121.038274,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,10.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0042,,RUPTL-NTT-P-0042,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.55107,121.107285,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0043,,RUPTL-NTT-P-0043,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.648836,121.009478,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0044,,RUPTL-NTT-P-0044,Atambua,PLTU,10.0,Nusa Tenggara Timur,,Construction,,,,-9.087262,124.865583,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,10.0,,PLTU,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0045,,RUPTL-NTT-P-0045,Ulumbu 6,PLTP,20.0,Nusa Tenggara Timur,,Planned,,,,-8.726052,120.435514,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,20.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0046,,RUPTL-NTT-P-0046,Oka Ile Ange (FTP2)*,PLTP,10.0,Nusa Tenggara Timur,,Planned,,,,-8.712448,120.897642,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,10.0,,PLTP,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0047,,RUPTL-NTT-P-0047,Rote,PLTS,1.0,Nusa Tenggara Timur,,Planned,,,,-8.811802,120.960931,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,1.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0048,,RUPTL-NTT-P-0048,PLTMG PLN Shrimp Farming,PLTMG,30.0,Nusa Tenggara Timur,,Planned,,,,-8.640162,120.905154,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,30.0,,PLTMG,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0049,,RUPTL-NTT-P-0049,Sumba-1,PLTMG,30.0,Nusa Tenggara Timur,,Planned,,,,-8.771676,120.883111,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,30.0,,PLTMG,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0050,,RUPTL-NTT-P-0050,Sumba-2,PLTMG,30.0,Nusa Tenggara Timur,,Planned,,,,-8.791636,120.971688,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,30.0,,PLTMG,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0051,,RUPTL-NTT-P-0051,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.751008,121.108825,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0052,,RUPTL-NTT-P-0052,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.504833,121.133239,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0053,,RUPTL-NTT-P-0053,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.869422,121.135005,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0054,,RUPTL-NTT-P-0054,Sumba,PLTS,5.0,Nusa Tenggara Timur,,Planned,,,,-8.579436,121.102006,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTS,,,,,,,,,,,,,,,,
RUPTL:RUPTL-NTT-P-0055,,RUPTL-NTT-P-0055,Gunung Sirung*,PLTP,5.0,Nusa Tenggara Timur,,Planned,,,,-8.499553,124.127978,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,5.0,,PLTP,,,,,,,,,,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0056,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,10.0,PLTU,PLTS,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0057,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"nama-stem sama ('flores'), jarak 0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,30.0,PLTMG,PLTMG,Utility,,true,false,,false,way/937059866,gas,OSM-overpass,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0058,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,30.0,PLTMG,PLTMG,Utility,,true,false,,false,way/937059866,gas,OSM-overpass,,,,,,,
RUPTL:RUPTL-NTT-P-0059,,RUPTL-NTT-P-0059,Rangko 2,PLTMG,30.0,Nusa Tenggara Timur,,Planned,,,,-8.461285,119.944263,UNMATCHED_RUPTL,0.10,tidak ada IPM row yang cocok dalam thresholds,ruptl,ruptl,ruptl,,,ruptl,ruptl_geocoded,,30.0,,PLTMG,,,,,,,,,,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0060,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,50.0,PLTU,PLTMG,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0061,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,50.0,PLTU,PLTMG,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0062,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,5.0,PLTU,PLTBm,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0063,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,10.0,PLTMG,PLTAL,Utility,,true,true,,false,way/937059866,gas,OSM-overpass,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0064,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,10.0,PLTMG,PLTAL,Utility,,true,true,,false,way/937059866,gas,OSM-overpass,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0065,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,10.0,PLTMG,PLTS,Utility,,true,true,,false,way/937059866,gas,OSM-overpass,,,,,,,
GEN-NTT-0015,GEN-NTT-0015,RUPTL-NTT-P-0066,PLTMG Flores,PLTMG,20.0,Nusa Tenggara Timur,NTT,existing,Utility,,,-8.4610735,119.9435178,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,20.0,10.0,PLTMG,PLTS,Utility,,true,true,,false,way/937059866,gas,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0067,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,22.0,PLTU,PLTB,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0068,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,20.0,PLTU,PLTS,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
GEN-NTT-0017,GEN-NTT-0017,RUPTL-NTT-P-0069,PLTU Timor-1,PLTU,100.0,Nusa Tenggara Timur,NTT,existing,Utility,,combustion,-10.3501327,123.4589058,PROBABLE_MATCH,0.80,"token set sama, jarak=0.0 km",ipm_osm,ipm_osm,ipm_osm,ipm_osm,,ipm_osm,ipm_osm,100.0,50.0,PLTU,PLTS,Utility,,true,true,,false,way/1198315805,coal,OSM-overpass,,,,,,,
